GHG emissions by building type (metric ton)
t_periods,emissions_comm,Sub,Archetype,NewOld,Emisions
2030,CH4,Public,Hospital,New,0.005816964632864188
2030,CH4,Public,Hospital,Old,1.4998992201441694
2030,CH4,Public,Municipality,New,0.00976079037637609
2030,CH4,Public,Municipality,Old,1.1467387530768134
2030,CH4,Public,Post-Secondary Institution,New,0.009314258054095663
2030,CH4,Public,Post-Secondary Institution,Old,2.5196103185711105
2030,CH4,Public,School board,New,0.019390272053805606
2030,CH4,Public,School board,Old,1.9618092123318445
2030,CH4,Residential,Apartments,New,233.872071736145
2030,CH4,Residential,Apartments,Old,167.85700334863395
2030,CH4,Residential,Single Attached,New,6.083884947766367
2030,CH4,Residential,Single Attached,Old,61.27514481076407
2030,CH4,Residential,Single Detached,New,93.93549418038681
2030,CH4,Residential,Single Detached,Old,141.84673747837542
2030,CO2,Commercial,"Arts, Entertainment and Recreation",New,226.55774462612243
2030,CO2,Commercial,"Arts, Entertainment and Recreation",Old,65306.017915796954
2030,CO2,Commercial,Accommodation and Food Services,New,156.99904308875972
2030,CO2,Commercial,Accommodation and Food Services,Old,73070.53312609569
2030,CO2,Commercial,Educational Services,New,693.3361440905917
2030,CO2,Commercial,Educational Services,Old,220591.86706343092
2030,CO2,Commercial,Health Care and Social Assistance,New,591.8576367536119
2030,CO2,Commercial,Health Care and Social Assistance,Old,126746.39311032671
2030,CO2,Commercial,Information and Cultural Industries,Old,7905.761559069546
2030,CO2,Commercial,Offices,New,8388.009882696544
2030,CO2,Commercial,Offices,Old,663811.7851667323
2030,CO2,Commercial,Other Services,New,2819.620162862023
2030,CO2,Commercial,Other Services,Old,80269.69159100522
2030,CO2,Commercial,Retail Trade,New,8805.87656094438
2030,CO2,Commercial,Retail Trade,Old,267321.71003290656
2030,CO2,Commercial,Transportation and Warehousing,New,2458.6628410334392
2030,CO2,Commercial,Transportation and Warehousing,Old,42817.102205953575
2030,CO2,Commercial,Wholesale Trade,New,1530.0981241688746
2030,CO2,Commercial,Wholesale Trade,Old,157412.32279149565
2030,CO2,Industry,,,455870.01056459406
2030,CO2,Public,Hospital,New,223.95063945224143
2030,CO2,Public,Hospital,Old,67630.44242544622
2030,CO2,Public,Municipality,New,359.53257152583865
2030,CO2,Public,Municipality,Old,46808.21673929016
2030,CO2,Public,Post-Secondary Institution,New,346.5202882029132
2030,CO2,Public,Post-Secondary Institution,Old,113512.98692339026
2030,CO2,Public,School board,New,689.2681970364011
2030,CO2,Public,School board,Old,77817.44553524745
2030,CO2,Residential,Apartments,New,16177.652883619834
2030,CO2,Residential,Apartments,Old,718249.9783310376
2030,CO2,Residential,Single Attached,New,833.1110841481453
2030,CO2,Residential,Single Attached,Old,404542.09114127624
2030,CO2,Residential,Single Detached,New,4399.266792612001
2030,CO2,Residential,Single Detached,Old,1000515.7053385838
2030,CO2e,Commercial,"Arts, Entertainment and Recreation",New,229.49717637715088
2030,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,65875.49687759511
2030,CO2e,Commercial,Accommodation and Food Services,New,159.02963369154273
2030,CO2e,Commercial,Accommodation and Food Services,Old,73701.05099076917
2030,CO2e,Commercial,Educational Services,New,703.8020613022529
2030,CO2e,Commercial,Educational Services,Old,222232.03205847766
2030,CO2e,Commercial,Health Care and Social Assistance,New,600.7744839457458
2030,CO2e,Commercial,Health Care and Social Assistance,Old,127759.20976442585
2030,CO2e,Commercial,Information and Cultural Industries,Old,7997.966393561356
2030,CO2e,Commercial,Offices,New,8468.539283295027
2030,CO2e,Commercial,Offices,Old,668249.7396891462
2030,CO2e,Commercial,Other Services,New,2853.5192679232205
2030,CO2e,Commercial,Other Services,Old,80943.279189925
2030,CO2e,Commercial,Retail Trade,New,8889.465683068938
2030,CO2e,Commercial,Retail Trade,Old,269285.3210192027
2030,CO2e,Commercial,Transportation and Warehousing,New,2488.7684887731593
2030,CO2e,Commercial,Transportation and Warehousing,Old,43211.120392603225
2030,CO2e,Commercial,Wholesale Trade,New,1550.3955469264492
2030,CO2e,Commercial,Wholesale Trade,Old,158626.75795819395
2030,CO2e,Industry,,,468400.2481125929
2030,CO2e,Public,Hospital,New,226.05328172851898
2030,CO2e,Public,Hospital,Old,68091.16805966337
2030,CO2e,Public,Municipality,New,362.87714897845126
2030,CO2e,Public,Municipality,Old,47156.51960083471
2030,CO2e,Public,Post-Secondary Institution,New,349.7349917101996
2030,CO2e,Public,Post-Secondary Institution,Old,114280.06287548321
2030,CO2e,Public,School board,New,695.6470790104896
2030,CO2e,Public,School board,Old,78412.74516132951
2030,CO2e,Residential,Apartments,New,22052.02769429627
2030,CO2e,Residential,Apartments,Old,726436.5485352791
2030,CO2e,Residential,Single Attached,New,991.0392437205702
2030,CO2e,Residential,Single Attached,Old,408391.2282619995
2030,CO2e,Residential,Single Detached,New,6735.19520136949
2030,CO2e,Residential,Single Detached,Old,1009572.002669308
2030,N2O,Commercial,"Arts, Entertainment and Recreation",New,0.009503936226152912
2030,N2O,Commercial,"Arts, Entertainment and Recreation",Old,1.800977054519944
2030,N2O,Commercial,Accommodation and Food Services,New,0.006564060927077285
2030,N2O,Commercial,Accommodation and Food Services,Old,1.9930066991696036
2030,N2O,Commercial,Educational Services,New,0.03402032358535825
2030,N2O,Commercial,Educational Services,Old,5.163109476810576
2030,N2O,Commercial,Health Care and Social Assistance,New,0.02904944383289309
2030,N2O,Commercial,Health Care and Social Assistance,Old,3.1939781499884212
2030,N2O,Commercial,Information and Cultural Industries,Old,0.29362087589214436
2030,N2O,Commercial,Offices,New,0.25339114530885115
2030,N2O,Commercial,Offices,Old,13.92557061326452
2030,N2O,Commercial,Other Services,New,0.10746562577932905
2030,N2O,Commercial,Other Services,Old,2.1263969626710875
2030,N2O,Commercial,Retail Trade,New,0.262865899409903
2030,N2O,Commercial,Retail Trade,Old,6.179539092668492
2030,N2O,Commercial,Transportation and Warehousing,New,0.09555347709204218
2030,N2O,Commercial,Transportation and Warehousing,Old,1.2496444416460348
2030,N2O,Commercial,Wholesale Trade,New,0.06483105909555793
2030,N2O,Commercial,Wholesale Trade,Old,3.826766278821695
2030,N2O,Industry,,,38.40219730848571
2030,N2O,Public,Hospital,New,0.006645926238212649
2030,N2O,Public,Hospital,Old,1.4403615791749316
2030,N2O,Public,Municipality,New,0.010535573337948198
2030,N2O,Public,Municipality,Old,1.08799109976473
2030,N2O,Public,Post-Secondary Institution,New,0.010131221772317147
2030,N2O,Public,Post-Secondary Institution,Old,2.396523944305635
2030,N2O,Public,School board,New,0.020039215640798233
2030,N2O,Public,School board,Old,1.8594014517552133
2030,N2O,Residential,Apartments,New,3.231749343011359
2030,N2O,Residential,Apartments,Old,15.642862865503362
2030,N2O,Residential,Single Attached,New,0.10123011969573953
2030,N2O,Residential,Single Attached,Old,8.59852040166834
2030,N2O,Residential,Single Detached,New,1.2190705737227003
2030,N2O,Residential,Single Detached,Old,20.394348468717272
2035,CH4,Commercial,"Arts, Entertainment and Recreation",New,0.01281961816085006
2035,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.3172383097136198
2035,CH4,Commercial,Accommodation and Food Services,New,0.007588500329834714
2035,CH4,Commercial,Accommodation and Food Services,Old,1.458475393043135
2035,CH4,Commercial,Educational Services,New,0.05332734830337224
2035,CH4,Commercial,Educational Services,Old,3.7089025057925227
2035,CH4,Commercial,Health Care and Social Assistance,New,0.0645051664559612
2035,CH4,Commercial,Health Care and Social Assistance,Old,2.2619400560397103
2035,CH4,Commercial,Information and Cultural Industries,Old,0.1966083534213521
2035,CH4,Commercial,Offices,New,0.3792910617325386
2035,CH4,Commercial,Offices,Old,10.829564646766245
2035,CH4,Commercial,Other Services,New,0.13570158920829825
2035,CH4,Commercial,Other Services,Old,1.5910697409809138
2035,CH4,Commercial,Retail Trade,New,0.3633580823896335
2035,CH4,Commercial,Retail Trade,Old,4.64336492182724
2035,CH4,Commercial,Transportation and Warehousing,New,0.11825089498410644
2035,CH4,Commercial,Transportation and Warehousing,Old,0.8900625575832344
2035,CH4,Commercial,Wholesale Trade,New,0.0724317899462128
2035,CH4,Commercial,Wholesale Trade,Old,2.915135708432729
2035,CH4,Industry,,,67.05574279677539
2035,CH4,Public,Hospital,New,0.0064147832393536735
2035,CH4,Public,Hospital,Old,1.0535353780141716
2035,CH4,Public,Municipality,New,0.011046819395271495
2035,CH4,Public,Municipality,Old,0.8108654868937226
2035,CH4,Public,Post-Secondary Institution,New,0.00955737249922697
2035,CH4,Public,Post-Secondary Institution,Old,1.9407500506636637
2035,CH4,Public,School board,New,0.01609510483785232
2035,CH4,Public,School board,Old,1.3496058601081204
2035,CH4,Residential,Apartments,New,367.96851130262854
2035,CH4,Residential,Apartments,Old,33.05689576828778
2035,CH4,Residential,Single Attached,New,8.79582031505459
2035,CH4,Residential,Single Attached,Old,26.31634221271736
2035,CH4,Residential,Single Detached,New,122.37599221265569
2035,CH4,Residential,Single Detached,Old,34.29147189050059
2035,CO2,Commercial,"Arts, Entertainment and Recreation",New,632.694412376619
2035,CO2,Commercial,"Arts, Entertainment and Recreation",Old,57299.53339813398
2035,CO2,Commercial,Accommodation and Food Services,New,368.9054102714301
2035,CO2,Commercial,Accommodation and Food Services,Old,63458.40313687561
2035,CO2,Commercial,Educational Services,New,2637.4682475187196
2035,CO2,Commercial,Educational Services,Old,172416.97525319364
2035,CO2,Commercial,Health Care and Social Assistance,New,3269.989192003697
2035,CO2,Commercial,Health Care and Social Assistance,Old,101096.33258824084
2035,CO2,Commercial,Information and Cultural Industries,Old,7046.9231705845405
2035,CO2,Commercial,Offices,New,14739.350020892784
2035,CO2,Commercial,Offices,Old,531492.2955582321
2035,CO2,Commercial,Other Services,New,4732.838812424202
2035,CO2,Commercial,Other Services,Old,69936.10941319527
2035,CO2,Commercial,Retail Trade,New,13724.3896956651
2035,CO2,Commercial,Retail Trade,Old,218332.29516646918
2035,CO2,Commercial,Transportation and Warehousing,New,3992.030003080725
2035,CO2,Commercial,Transportation and Warehousing,Old,38456.89476708869
2035,CO2,Commercial,Wholesale Trade,New,2536.8514131108263
2035,CO2,Commercial,Wholesale Trade,Old,134189.32510722656
2035,CO2,Industry,,,238917.36847636296
2035,CO2,Public,Hospital,New,332.00232430886507
2035,CO2,Public,Hospital,Old,49090.2751653933
2035,CO2,Public,Municipality,New,549.9213635050877
2035,CO2,Public,Municipality,Old,35401.019027025155
2035,CO2,Public,Post-Secondary Institution,New,488.05085894592725
2035,CO2,Public,Post-Secondary Institution,Old,91774.13775614281
2035,CO2,Public,School board,New,708.5492338765264
2035,CO2,Public,School board,Old,61627.82425550536
2035,CO2,Residential,Apartments,New,14294.918326408497
2035,CO2,Residential,Apartments,Old,495126.8515352898
2035,CO2,Residential,Single Attached,New,720.9386160272444
2035,CO2,Residential,Single Attached,Old,273981.8167172901
2035,CO2,Residential,Single Detached,New,3547.6875864002914
2035,CO2,Residential,Single Detached,Old,670671.6855126087
2035,CO2e,Commercial,"Arts, Entertainment and Recreation",New,639.3761364911063
2035,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,57748.23569923894
2035,CO2e,Commercial,Accommodation and Food Services,New,372.7842202183353
2035,CO2e,Commercial,Accommodation and Food Services,Old,63952.89956494203
2035,CO2e,Commercial,Educational Services,New,2661.8045162488693
2035,CO2e,Commercial,Educational Services,Old,173637.94632159267
2035,CO2e,Commercial,Health Care and Social Assistance,New,3297.473948477676
2035,CO2e,Commercial,Health Care and Social Assistance,Old,101850.8467259176
2035,CO2e,Commercial,Information and Cultural Industries,Old,7122.5428152938775
2035,CO2e,Commercial,Offices,New,14866.461116078011
2035,CO2e,Commercial,Offices,Old,534938.2158084792
2035,CO2e,Commercial,Other Services,New,4783.78115720107
2035,CO2e,Commercial,Other Services,Old,70468.02619701394
2035,CO2e,Commercial,Retail Trade,New,13845.989065081307
2035,CO2e,Commercial,Retail Trade,Old,219854.30380658162
2035,CO2e,Commercial,Transportation and Warehousing,New,4036.5358585128893
2035,CO2e,Commercial,Transportation and Warehousing,Old,38773.75743042102
2035,CO2e,Commercial,Wholesale Trade,New,2567.0023958668685
2035,CO2e,Commercial,Wholesale Trade,Old,135153.11416776868
2035,CO2e,Industry,,,254655.3168277378
2035,CO2e,Public,Hospital,New,334.3731827807098
2035,CO2e,Public,Hospital,Old,49412.747608143305
2035,CO2e,Public,Municipality,New,553.822432753744
2035,CO2e,Public,Municipality,Old,35647.564144543954
2035,CO2e,Public,Post-Secondary Institution,New,491.47060049112355
2035,CO2e,Public,Post-Secondary Institution,Old,92364.0807418842
2035,CO2e,Public,School board,New,714.0465681855123
2035,CO2e,Public,School board,Old,62037.59446477709
2035,CO2e,Residential,Apartments,New,23327.796343667254
2035,CO2e,Residential,Apartments,Old,498806.303669509
2035,CO2e,Residential,Single Attached,New,939.2951843598726
2035,CO2e,Residential,Single Attached,Old,276240.6705734162
2035,CO2e,Residential,Single Detached,New,6547.219179509456
2035,CO2e,Residential,Single Detached,Old,675303.0441004271
2035,N2O,Commercial,"Arts, Entertainment and Recreation",New,0.02151849709097268
2035,N2O,Commercial,"Arts, Entertainment and Recreation",Old,1.4128869013454806
2035,N2O,Commercial,Accommodation and Food Services,New,0.012481380671068238
2035,N2O,Commercial,Accommodation and Food Services,Old,1.556605519504954
2035,N2O,Commercial,Educational Services,New,0.07790736381133644
2035,N2O,Commercial,Educational Services,Old,3.8358527375074667
2035,N2O,Commercial,Health Care and Social Assistance,New,0.08768506033021171
2035,N2O,Commercial,Health Care and Social Assistance,Old,2.3725281761739048
2035,N2O,Commercial,Information and Cultural Industries,Old,0.23990224593115547
2035,N2O,Commercial,Offices,New,0.3998187345263255
2035,N2O,Commercial,Offices,Old,10.800333532431779
2035,N2O,Commercial,Other Services,New,0.16138460202511712
2035,N2O,Commercial,Other Services,Old,1.6728332861006228
2035,N2O,Commercial,Retail Trade,New,0.38244580431550296
2035,N2O,Commercial,Retail Trade,Old,4.7801945528658925
2035,N2O,Commercial,Transportation and Warehousing,New,0.1410153914010061
2035,N2O,Commercial,Transportation and Warehousing,Old,1.0005749987351376
2035,N2O,Commercial,Wholesale Trade,New,0.09607354082943216
2035,N2O,Commercial,Wholesale Trade,Old,3.02876245189612
2035,N2O,Industry,,,48.08650252564475
2035,N2O,Public,Hospital,New,0.007503852428920598
2035,N2O,Public,Hospital,Old,1.007879865140009
2035,N2O,Public,Municipality,New,0.012312369266294396
2035,N2O,Public,Municipality,Old,0.7701910815235212
2035,N2O,Public,Post-Secondary Institution,New,0.01080213665339785
2035,N2O,Public,Post-Secondary Institution,Old,1.8429101834809152
2035,N2O,Public,School board,New,0.017313211769766725
2035,N2O,Public,School board,Old,1.2799613631189193
2035,N2O,Residential,Apartments,New,4.381004294978334
2035,N2O,Residential,Apartments,Old,10.017642023775487
2035,N2O,Residential,Single Attached,New,0.11290047555866337
2035,N2O,Residential,Single Attached,Old,5.725539159929437
2035,N2O,Residential,Single Detached,New,1.4417307269912485
2035,N2O,Residential,Single Detached,Old,13.12495865140226
2040,CH4,Commercial,"Arts, Entertainment and Recreation",New,0.03516875782928958
2040,CH4,Commercial,"Arts, Entertainment and Recreation",Old,1.414335047119751
2040,CH4,Commercial,Accommodation and Food Services,New,0.020543768976336817
2040,CH4,Commercial,Accommodation and Food Services,Old,1.6101158618270186
2040,CH4,Commercial,Educational Services,New,0.1799214987257654
2040,CH4,Commercial,Educational Services,Old,4.827474195766329
2040,CH4,Commercial,Health Care and Social Assistance,New,0.25389804797873217
2040,CH4,Commercial,Health Care and Social Assistance,Old,3.300520343408295
2040,CH4,Commercial,Information and Cultural Industries,Old,0.1756468980172553
2040,CH4,Commercial,Offices,New,0.5408503065640153
2040,CH4,Commercial,Offices,Old,13.947968816806375
2040,CH4,Commercial,Other Services,New,0.1631394498587784
2040,CH4,Commercial,Other Services,Old,1.6819314978700899
2040,CH4,Commercial,Retail Trade,New,0.41076886124315004
2040,CH4,Commercial,Retail Trade,Old,4.854872805770575
2040,CH4,Commercial,Transportation and Warehousing,New,0.11925641299871988
2040,CH4,Commercial,Transportation and Warehousing,Old,0.7916295103354365
2040,CH4,Commercial,Wholesale Trade,New,0.08179219401150675
2040,CH4,Commercial,Wholesale Trade,Old,3.0305397297271472
2040,CH4,Industry,,,81.8138468209243
2040,CH4,Public,Hospital,New,0.056744976405967235
2040,CH4,Public,Hospital,Old,0.49434366938149077
2040,CH4,Public,Municipality,New,0.04804665221022995
2040,CH4,Public,Municipality,Old,0.37498926063208166
2040,CH4,Public,Post-Secondary Institution,New,0.055756217979332556
2040,CH4,Public,Post-Secondary Institution,Old,0.8415049182051061
2040,CH4,Public,School board,New,0.06256538570811923
2040,CH4,Public,School board,Old,0.6077248063566087
2040,CH4,Residential,Apartments,New,411.82743893478454
2040,CH4,Residential,Apartments,Old,35.674367753252106
2040,CH4,Residential,Single Attached,New,14.96703846266941
2040,CH4,Residential,Single Attached,Old,33.694252682278744
2040,CH4,Residential,Single Detached,New,141.7882026951964
2040,CH4,Residential,Single Detached,Old,36.67600653628203
2040,CO2,Commercial,"Arts, Entertainment and Recreation",New,1735.7830743898257
2040,CO2,Commercial,"Arts, Entertainment and Recreation",Old,71473.47175265968
2040,CO2,Commercial,Accommodation and Food Services,New,1006.9019571519717
2040,CO2,Commercial,Accommodation and Food Services,Old,81420.07981447472
2040,CO2,Commercial,Educational Services,New,9108.420005592061
2040,CO2,Commercial,Educational Services,Old,245499.9171588984
2040,CO2,Commercial,Health Care and Social Assistance,New,12886.3742063555
2040,CO2,Commercial,Health Care and Social Assistance,Old,167598.40388589023
2040,CO2,Commercial,Information and Cultural Industries,Old,8519.38010395278
2040,CO2,Commercial,Offices,New,27066.689268172864
2040,CO2,Commercial,Offices,Old,710982.9522553592
2040,CO2,Commercial,Other Services,New,7884.993381050378
2040,CO2,Commercial,Other Services,Old,85100.41154286712
2040,CO2,Commercial,Retail Trade,New,20422.619885532982
2040,CO2,Commercial,Retail Trade,Old,246870.46796593358
2040,CO2,Commercial,Transportation and Warehousing,New,5657.832931075026
2040,CO2,Commercial,Transportation and Warehousing,Old,39791.848116276036
2040,CO2,Commercial,Wholesale Trade,New,3797.0788944639776
2040,CO2,Commercial,Wholesale Trade,Old,153867.7391110113
2040,CO2,Industry,,,60488.608418243275
2040,CO2,Public,Hospital,New,2743.75060552577
2040,CO2,Public,Hospital,Old,24848.663758956158
2040,CO2,Public,Municipality,New,2267.540346689327
2040,CO2,Public,Municipality,Old,18757.222743222737
2040,CO2,Public,Post-Secondary Institution,New,2665.646975829406
2040,CO2,Public,Post-Secondary Institution,Old,42557.52843327215
2040,CO2,Public,School board,New,2977.4202131753013
2040,CO2,Public,School board,Old,30627.461987597082
2040,CO2,Residential,Apartments,New,18804.173509864962
2040,CO2,Residential,Apartments,Old,212639.33840887755
2040,CO2,Residential,Single Attached,New,459.97345296856844
2040,CO2,Residential,Single Attached,Old,119854.33988992475
2040,CO2,Residential,Single Detached,New,3318.9133111938518
2040,CO2,Residential,Single Detached,Old,260734.36792118184
2040,CO2e,Commercial,"Arts, Entertainment and Recreation",New,1746.7405606896684
2040,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,71902.67353434445
2040,CO2e,Commercial,Accommodation and Food Services,New,1013.3775219779194
2040,CO2e,Commercial,Accommodation and Food Services,Old,81908.59205537019
2040,CO2e,Commercial,Educational Services,New,9163.335832711587
2040,CO2e,Commercial,Educational Services,Old,246963.01815870035
2040,CO2e,Commercial,Health Care and Social Assistance,New,12963.673653964433
2040,CO2e,Commercial,Health Care and Social Assistance,Old,168598.9647239754
2040,CO2e,Commercial,Information and Cultural Industries,Old,8573.194525293582
2040,CO2e,Commercial,Offices,New,27231.190890299025
2040,CO2e,Commercial,Offices,Old,715208.6307140238
2040,CO2e,Commercial,Other Services,New,7935.007055500627
2040,CO2e,Commercial,Other Services,Old,85610.67967749927
2040,CO2e,Commercial,Retail Trade,New,20547.714769744718
2040,CO2e,Commercial,Retail Trade,Old,248341.88659631452
2040,CO2e,Commercial,Transportation and Warehousing,New,5694.543130653805
2040,CO2e,Commercial,Transportation and Warehousing,Old,40032.39940043787
2040,CO2e,Commercial,Wholesale Trade,New,3822.400170087488
2040,CO2e,Commercial,Wholesale Trade,Old,154786.54241147335
2040,CO2e,Industry,,,79360.26556424746
2040,CO2e,Public,Hospital,New,2761.2780420228355
2040,CO2e,Public,Hospital,Old,24999.03007336086
2040,CO2e,Public,Municipality,New,2282.4745370204214
2040,CO2e,Public,Municipality,Old,18871.411288719057
2040,CO2e,Public,Post-Secondary Institution,New,2682.9002364722924
2040,CO2e,Public,Post-Secondary Institution,Old,42813.08566442616
2040,CO2e,Public,School board,New,2996.7955146800837
2040,CO2e,Public,School board,Old,30812.177143871646
2040,CO2e,Residential,Apartments,New,28857.132639930507
2040,CO2e,Residential,Apartments,Old,214670.65690721502
2040,CO2e,Residential,Single Attached,New,825.8980405850864
2040,CO2e,Residential,Single Attached,Old,121330.0293272855
2040,CO2e,Residential,Single Detached,New,6764.891298458616
2040,CO2e,Residential,Single Detached,Old,263051.7639334121
2040,N2O,Commercial,"Arts, Entertainment and Recreation",New,0.03429175297123011
2040,N2O,Commercial,"Arts, Entertainment and Recreation",Old,1.340606529178687
2040,N2O,Commercial,Accommodation and Food Services,New,0.020282368045116808
2040,N2O,Commercial,Accommodation and Food Services,Old,1.5258382811981992
2040,N2O,Commercial,Educational Services,New,0.1716022672694601
2040,N2O,Commercial,Educational Services,Old,4.569543764063556
2040,N2O,Commercial,Health Care and Social Assistance,New,0.24150197517240296
2040,N2O,Commercial,Health Care and Social Assistance,Old,3.124999700918273
2040,N2O,Commercial,Information and Cultural Industries,Old,0.16820750497462306
2040,N2O,Commercial,Offices,New,0.5139052539876005
2040,N2O,Commercial,Offices,Old,13.1972185017163
2040,N2O,Commercial,Other Services,New,0.156334718131588
2040,N2O,Commercial,Other Services,Old,1.5937838026066977
2040,N2O,Commercial,Retail Trade,New,0.3908346916967567
2040,N2O,Commercial,Retail Trade,Old,4.595524501542864
2040,N2O,Commercial,Transportation and Warehousing,New,0.11478461377786615
2040,N2O,Commercial,Transportation and Warehousing,Old,0.7514331021637081
2040,N2O,Commercial,Wholesale Trade,New,0.07920684412506364
2040,N2O,Commercial,Wholesale Trade,Old,2.8696710273081933
2040,N2O,Industry,,,57.562303230752775
2040,N2O,Public,Hospital,New,0.054818093934693626
2040,N2O,Public,Hospital,Old,0.4697486488177122
2040,N2O,Public,Municipality,New,0.04672889474724202
2040,N2O,Public,Municipality,Old,0.3567576208826129
2040,N2O,Public,Post-Secondary Institution,New,0.05396771833999782
2040,N2O,Public,Post-Secondary Institution,Old,0.7982739190325767
2040,N2O,Public,School board,New,0.06060882015070976
2040,N2O,Public,School board,Old,0.5770232729566024
2040,N2O,Residential,Apartments,New,4.713365477969973
2040,N2O,Residential,Apartments,Old,4.302539515164533
2040,N2O,Residential,Single Attached,New,0.17321067080691396
2040,N2O,Residential,Single Attached,Old,2.577550775278219
2040,N2O,Residential,Single Detached,New,1.5718984250524592
2040,N2O,Residential,Single Detached,Old,5.191945889155263
2045,CH4,Commercial,"Arts, Entertainment and Recreation",New,0.053379267209761896
2045,CH4,Commercial,"Arts, Entertainment and Recreation",Old,0.8660173542303643
2045,CH4,Commercial,Accommodation and Food Services,New,0.030881255236359716
2045,CH4,Commercial,Accommodation and Food Services,Old,1.0047795736875282
2045,CH4,Commercial,Educational Services,New,0.2740370656429751
2045,CH4,Commercial,Educational Services,Old,3.0363039697832184
2045,CH4,Commercial,Health Care and Social Assistance,New,0.3841218614519339
2045,CH4,Commercial,Health Care and Social Assistance,Old,2.2714706850797386
2045,CH4,Commercial,Information and Cultural Industries,Old,0.11672651800702949
2045,CH4,Commercial,Offices,New,0.6831148548571964
2045,CH4,Commercial,Offices,Old,8.108001065081275
2045,CH4,Commercial,Other Services,New,0.19280733163800903
2045,CH4,Commercial,Other Services,Old,1.005341030708555
2045,CH4,Commercial,Retail Trade,New,0.46192120932053116
2045,CH4,Commercial,Retail Trade,Old,2.642556834647215
2045,CH4,Commercial,Transportation and Warehousing,New,0.1326556917093434
2045,CH4,Commercial,Transportation and Warehousing,Old,0.4219291708697793
2045,CH4,Commercial,Wholesale Trade,New,0.09922866114652909
2045,CH4,Commercial,Wholesale Trade,Old,1.6728795394975329
2045,CH4,Industry,,,79.37587989262086
2045,CH4,Public,Hospital,New,0.07318005925721774
2045,CH4,Public,Hospital,Old,0.27242103609279955
2045,CH4,Public,Municipality,New,0.061670786686489405
2045,CH4,Public,Municipality,Old,0.17270079201768163
2045,CH4,Public,Post-Secondary Institution,New,0.07026241318262723
2045,CH4,Public,Post-Secondary Institution,Old,0.45562203967281073
2045,CH4,Public,School board,New,0.07713107968786459
2045,CH4,Public,School board,Old,0.30955899133580567
2045,CH4,Residential,Apartments,New,354.516915319628
2045,CH4,Residential,Apartments,Old,38.68565186545514
2045,CH4,Residential,Single Attached,New,14.349801728568483
2045,CH4,Residential,Single Attached,Old,37.39233164274756
2045,CH4,Residential,Single Detached,New,108.19021170739329
2045,CH4,Residential,Single Detached,Old,38.55278182559802
2045,CO2,Commercial,"Arts, Entertainment and Recreation",New,2684.8043244711384
2045,CO2,Commercial,"Arts, Entertainment and Recreation",Old,39803.5384883673
2045,CO2,Commercial,Accommodation and Food Services,New,1541.0489687081565
2045,CO2,Commercial,Accommodation and Food Services,Old,46490.923631874895
2045,CO2,Commercial,Educational Services,New,13938.472945112542
2045,CO2,Commercial,Educational Services,Old,139164.12711077623
2045,CO2,Commercial,Health Care and Social Assistance,New,19556.546780728564
2045,CO2,Commercial,Health Care and Social Assistance,Old,108198.00433236096
2045,CO2,Commercial,Information and Cultural Industries,Old,5463.3389396919865
2045,CO2,Commercial,Offices,New,30224.210213180268
2045,CO2,Commercial,Offices,Old,350427.5442762693
2045,CO2,Commercial,Other Services,New,8232.062909610488
2045,CO2,Commercial,Other Services,Old,45722.231087657565
2045,CO2,Commercial,Retail Trade,New,18760.74936213915
2045,CO2,Commercial,Retail Trade,Old,113375.96516203697
2045,CO2,Commercial,Transportation and Warehousing,New,5159.894759122969
2045,CO2,Commercial,Transportation and Warehousing,Old,18279.31808436704
2045,CO2,Commercial,Wholesale Trade,New,4173.835600554118
2045,CO2,Commercial,Wholesale Trade,Old,73054.99515200277
2045,CO2,Industry,,,18.252878649652256
2045,CO2,Public,Hospital,New,3585.7404957441595
2045,CO2,Public,Hospital,Old,9184.575895872787
2045,CO2,Public,Municipality,New,2966.134892336235
2045,CO2,Public,Municipality,Old,5581.172316513155
2045,CO2,Public,Post-Secondary Institution,New,3411.8322730071864
2045,CO2,Public,Post-Secondary Institution,Old,12003.17983629689
2045,CO2,Public,School board,New,3732.1215975343625
2045,CO2,Public,School board,Old,9445.771187218408
2045,CO2,Residential,Apartments,New,7756.315269607219
2045,CO2,Residential,Apartments,Old,29621.864016921936
2045,CO2,Residential,Single Attached,New,271.8869912133433
2045,CO2,Residential,Single Attached,Old,15793.798988346343
2045,CO2,Residential,Single Detached,New,1149.1999648248998
2045,CO2,Residential,Single Detached,Old,23276.329532238447
2045,CO2e,Commercial,"Arts, Entertainment and Recreation",New,2701.210359206412
2045,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,40066.395929752434
2045,CO2e,Commercial,Accommodation and Food Services,New,1550.60785119728
2045,CO2e,Commercial,Accommodation and Food Services,Old,46795.81564388505
2045,CO2e,Commercial,Educational Services,New,14021.7944537594
2045,CO2e,Commercial,Educational Services,Old,140084.3933908604
2045,CO2e,Commercial,Health Care and Social Assistance,New,19673.19696902943
2045,CO2e,Commercial,Health Care and Social Assistance,Old,108886.58533758084
2045,CO2e,Commercial,Information and Cultural Industries,Old,5499.122616619425
2045,CO2e,Commercial,Offices,New,30431.67179483137
